region,date,hour,vehicles,weather,weekday,accident,delay
Ålesund,2024-12-27,17,3860.999999999999,clear,4,False,3
Haugesund,2024-12-27,17,13282.199999999999,rainy,4,False,13
Tønsberg,2024-12-27,17,16755.12,clear,4,False,16
Moss,2024-12-27,17,15750.719999999998,rainy,4,True,32
Bodø,2024-12-27,17,8829.0,clear,4,False,8
Arendal,2024-12-27,17,9493.199999999999,rainy,4,False,9
Hamar,2024-12-27,17,6380.639999999999,clear,4,False,6
Halden,2024-12-27,17,13092.3,foggy,4,True,29
Narvik,2024-12-27,17,7264.079999999999,clear,4,False,7
Gjøvik,2024-12-27,17,9610.199999999999,clear,4,False,9
Oslo,2024-12-27,18,2092.7999999999997,snowy,4,False,2
Bergen,2024-12-27,18,1642.752,clear,4,False,1
Trondheim,2024-12-27,18,5997.12,clear,4,True,21
Stavanger,2024-12-27,18,2973.3119999999994,rainy,4,False,2
Kristiansand,2024-12-27,18,3331.2,clear,4,False,3
Tromsø,2024-12-27,18,4615.679999999999,clear,4,False,4
Sandnes,2024-12-27,18,6615.36,rainy,4,False,6
Drammen,2024-12-27,18,10321.92,rainy,4,True,27
Fredrikstad,2024-12-27,18,4914.24,clear,4,False,4
Porsgrunn,2024-12-27,18,1180.8,clear,4,False,1
Ålesund,2024-12-27,18,2830.08,clear,4,False,2
Haugesund,2024-12-27,18,5230.08,clear,4,True,14
Tønsberg,2024-12-27,18,6342.912,foggy,4,False,6
Moss,2024-12-27,18,3739.2,rainy,4,False,3
Bodø,2024-12-27,18,5229.12,clear,4,False,5
Arendal,2024-12-27,18,6014.592,rainy,4,False,6
Hamar,2024-12-27,18,9361.44,clear,4,False,9
Halden,2024-12-27,18,5258.88,clear,4,True,23
Narvik,2024-12-27,18,5516.927999999999,rainy,4,False,5
Gjøvik,2024-12-27,18,3705.12,rainy,4,False,3
Oslo,2024-12-27,19,1629.12,clear,4,False,1
Bergen,2024-12-27,19,4253.183999999999,clear,4,False,4
Trondheim,2024-12-27,19,3744.0,clear,4,False,3
Stavanger,2024-12-27,19,3560.64,rainy,4,False,3
Kristiansand,2024-12-27,19,3792.96,snowy,4,False,3
Tromsø,2024-12-27,19,7092.0,clear,4,False,7
Sandnes,2024-12-27,19,7312.32,clear,4,False,7
Drammen,2024-12-27,19,4010.1119999999996,clear,4,False,4
Fredrikstad,2024-12-27,19,5562.24,snowy,4,False,5
Porsgrunn,2024-12-27,19,6723.84,snowy,4,False,6
Ålesund,2024-12-27,19,6342.719999999999,clear,4,False,6
Haugesund,2024-12-27,19,3641.2799999999997,clear,4,False,3
Tønsberg,2024-12-27,19,1904.2559999999999,clear,4,False,1
Moss,2024-12-27,19,6173.76,rainy,4,True,23
Bodø,2024-12-27,19,4802.687999999999,clear,4,False,4
Arendal,2024-12-27,19,3302.7839999999997,clear,4,False,3
Hamar,2024-12-27,19,1636.8,rainy,4,False,1
Halden,2024-12-27,19,2760.96,rainy,4,False,2
Narvik,2024-12-27,19,3147.2639999999997,clear,4,False,3
Gjøvik,2024-12-27,19,6426.24,snowy,4,True,13
Oslo,2024-12-27,20,8839.296,rainy,4,True,19
Bergen,2024-12-27,20,1372.032,clear,4,False,1
Trondheim,2024-12-27,20,3103.68,foggy,4,False,3
Stavanger,2024-12-27,20,2964.48,clear,4,False,2
Kristiansand,2024-12-27,20,5732.16,clear,4,False,5
Tromsø,2024-12-27,20,4848.96,snowy,4,False,4
Sandnes,2024-12-27,20,3731.328,clear,4,False,3
Drammen,2024-12-27,20,4034.8799999999997,clear,4,False,4
Fredrikstad,2024-12-27,20,1813.4399999999998,clear,4,False,1
Porsgrunn,2024-12-27,20,1593.6,clear,4,False,1
Ålesund,2024-12-27,20,4822.272,clear,4,False,4
Haugesund,2024-12-27,20,3661.44,foggy,4,False,3
Tønsberg,2024-12-27,20,4143.744,clear,4,False,4
Moss,2024-12-27,20,5353.92,clear,4,False,5
Bodø,2024-12-27,20,2714.88,rainy,4,False,2
Arendal,2024-12-27,20,3383.04,clear,4,False,3
Hamar,2024-12-27,20,6428.16,clear,4,False,6
Halden,2024-12-27,20,2468.16,clear,4,False,2
Narvik,2024-12-27,20,1364.1599999999999,rainy,4,False,1
Gjøvik,2024-12-27,20,1268.1599999999999,clear,4,False,1
Oslo,2024-12-27,21,2214.72,clear,4,False,2
Bergen,2024-12-27,21,6851.5199999999995,clear,4,False,6
Trondheim,2024-12-27,21,4434.24,clear,4,False,4
Stavanger,2024-12-27,21,2098.944,rainy,4,False,2
Kristiansand,2024-12-27,21,7205.76,clear,4,True,26
Tromsø,2024-12-27,21,5857.919999999999,clear,4,False,5
Sandnes,2024-12-27,21,1999.6799999999998,clear,4,True,24
Drammen,2024-12-27,21,6270.335999999999,snowy,4,True,15
Fredrikstad,2024-12-27,21,4500.48,rainy,4,False,4
Porsgrunn,2024-12-27,21,7508.16,clear,4,False,7
Ålesund,2024-12-27,21,7128.575999999999,clear,4,False,7
Haugesund,2024-12-27,21,4905.215999999999,rainy,4,False,4
Tønsberg,2024-12-27,21,1263.36,clear,4,False,1
Moss,2024-12-27,21,2652.48,clear,4,False,2
Bodø,2024-12-27,21,2373.12,clear,4,False,2
Arendal,2024-12-27,21,5743.679999999999,foggy,4,True,33
Hamar,2024-12-27,21,7168.32,rainy,4,False,7
Halden,2024-12-27,21,4244.16,rainy,4,True,27
Narvik,2024-12-27,21,3499.2,clear,4,False,3
Gjøvik,2024-12-27,21,7465.92,rainy,4,False,7
Oslo,2024-12-27,22,5076.48,clear,4,True,11
Bergen,2024-12-27,22,5963.5199999999995,snowy,4,False,5
Trondheim,2024-12-27,22,3422.4,clear,4,False,3
Stavanger,2024-12-27,22,1301.76,clear,4,False,1
Kristiansand,2024-12-27,22,4669.44,clear,4,False,4
Tromsø,2024-12-27,22,2954.88,foggy,4,False,2
Sandnes,2024-12-27,22,4052.16,clear,4,False,4
Drammen,2024-12-27,22,2006.3999999999999,clear,4,False,2
Fredrikstad,2024-12-27,22,4443.84,clear,4,False,4
Porsgrunn,2024-12-27,22,4790.4,clear,4,False,4
Ålesund,2024-12-27,22,8844.48,clear,4,False,8
Haugesund,2024-12-27,22,6577.92,rainy,4,False,6
Tønsberg,2024-12-27,22,2138.88,clear,4,False,2
Moss,2024-12-27,22,9027.071999999998,clear,4,False,9
Bodø,2024-12-27,22,4968.96,clear,4,False,4
Arendal,2024-12-27,22,5233.92,clear,4,False,5
Hamar,2024-12-27,22,1440.96,snowy,4,False,1
Halden,2024-12-27,22,2596.608,rainy,4,False,2
Narvik,2024-12-27,22,1600.32,clear,4,False,1
Gjøvik,2024-12-27,22,3297.6,clear,4,False,3
Oslo,2024-12-27,23,3545.2799999999997,clear,4,False,3
Bergen,2024-12-27,23,1701.12,clear,4,False,1
Trondheim,2024-12-27,23,5253.119999999999,foggy,4,False,5
Stavanger,2024-12-27,23,4536.0,rainy,4,False,4
Kristiansand,2024-12-27,23,2187.6479999999997,clear,4,False,2
Tromsø,2024-12-27,23,987.8399999999999,foggy,4,False,0
Sandnes,2024-12-27,23,9107.712,rainy,4,False,9
Drammen,2024-12-27,23,2217.6,clear,4,False,2
Fredrikstad,2024-12-27,23,6529.535999999999,foggy,4,False,6
Porsgrunn,2024-12-27,23,6281.28,clear,4,True,32
Ålesund,2024-12-27,23,2439.36,snowy,4,True,30
Haugesund,2024-12-27,23,7556.16,foggy,4,False,7
Tønsberg,2024-12-27,23,4080.96,rainy,4,True,27
Moss,2024-12-27,23,6273.599999999999,clear,4,False,6
Bodø,2024-12-27,23,1098.24,clear,4,False,1
Arendal,2024-12-27,23,3911.04,clear,4,False,3
Hamar,2024-12-27,23,5812.991999999999,clear,4,True,24
Halden,2024-12-27,23,5779.2,rainy,4,False,5
Narvik,2024-12-27,23,6996.096,clear,4,False,6
Gjøvik,2024-12-27,23,1311.36,rainy,4,False,1
Oslo,2024-12-26,0,5908.608,clear,3,True,24
Bergen,2024-12-26,0,1884.48,clear,3,False,1
Trondheim,2024-12-26,0,6665.28,clear,3,False,6
Stavanger,2024-12-26,0,6258.24,snowy,3,True,29
Kristiansand,2024-12-26,0,3666.24,rainy,3,True,32
Tromsø,2024-12-26,0,4324.8,clear,3,False,4
Sandnes,2024-12-26,0,4424.639999999999,rainy,3,False,4
Drammen,2024-12-26,0,2506.752,clear,3,False,2
Fredrikstad,2024-12-26,0,7238.015999999999,clear,3,False,7
Porsgrunn,2024-12-26,0,1549.44,clear,3,False,1
Ålesund,2024-12-26,0,3137.2799999999997,clear,3,False,3
Haugesund,2024-12-26,0,5003.5199999999995,foggy,3,False,5
Tønsberg,2024-12-26,0,3299.52,rainy,3,True,8
Moss,2024-12-26,0,4165.632,clear,3,False,4
Bodø,2024-12-26,0,5034.24,clear,3,False,5
Arendal,2024-12-26,0,2895.3599999999997,foggy,3,False,2
Hamar,2024-12-26,0,1066.56,clear,3,False,1
Halden,2024-12-26,0,8904.96,clear,3,False,8
Narvik,2024-12-26,0,6149.375999999999,rainy,3,True,19
Gjøvik,2024-12-26,0,7231.68,clear,3,False,7
Oslo,2024-12-26,1,1614.72,clear,3,False,1
Bergen,2024-12-26,1,1823.6159999999998,rainy,3,False,1
Trondheim,2024-12-26,1,7508.16,clear,3,False,7
Stavanger,2024-12-26,1,2782.08,clear,3,False,2
Kristiansand,2024-12-26,1,6276.096,snowy,3,False,6
Tromsø,2024-12-26,1,3822.3359999999993,rainy,3,False,3
Sandnes,2024-12-26,1,7297.92,clear,3,False,7
Drammen,2024-12-26,1,3263.04,clear,3,False,3
Fredrikstad,2024-12-26,1,3733.44,clear,3,False,3
Porsgrunn,2024-12-26,1,4925.76,clear,3,False,4
Ålesund,2024-12-26,1,2480.64,clear,3,False,2
Haugesund,2024-12-26,1,6815.04,clear,3,False,6
Tønsberg,2024-12-26,1,4104.96,clear,3,False,4
Moss,2024-12-26,1,1422.7199999999998,foggy,3,True,29
Bodø,2024-12-26,1,1416.0,rainy,3,False,1
Arendal,2024-12-26,1,1390.08,clear,3,False,1
Hamar,2024-12-26,1,4572.288,clear,3,False,4
Halden,2024-12-26,1,5433.599999999999,clear,3,False,5
Narvik,2024-12-26,1,7244.927999999999,clear,3,False,7
Gjøvik,2024-12-26,1,5073.599999999999,snowy,3,False,5
Oslo,2024-12-26,2,1253.76,clear,3,False,1
Bergen,2024-12-26,2,3500.6399999999994,rainy,3,False,3
Trondheim,2024-12-26,2,6123.84,clear,3,False,6
Stavanger,2024-12-26,2,2806.272,clear,3,False,2
Kristiansand,2024-12-26,2,5342.976,clear,3,False,5
Tromsø,2024-12-26,2,2092.7999999999997,clear,3,False,2
Sandnes,2024-12-26,2,1510.08,clear,3,True,9
Drammen,2024-12-26,2,6720.0,rainy,3,False,6
Fredrikstad,2024-12-26,2,3024.96,clear,3,False,3
Porsgrunn,2024-12-26,2,7537.535999999999,clear,3,False,7
Ålesund,2024-12-26,2,4709.76,clear,3,True,15
Haugesund,2024-12-26,2,2984.64,rainy,3,False,2
Tønsberg,2024-12-26,2,1916.9279999999999,clear,3,True,27
Moss,2024-12-26,2,4046.3999999999996,snowy,3,False,4
Bodø,2024-12-26,2,3638.0159999999996,clear,3,False,3
Arendal,2024-12-26,2,5882.112,foggy,3,False,5
Hamar,2024-12-26,2,3237.12,clear,3,False,3
Halden,2024-12-26,2,3701.7599999999998,clear,3,False,3
Narvik,2024-12-26,2,6888.96,clear,3,False,6
Gjøvik,2024-12-26,2,1274.8799999999999,rainy,3,True,29
Oslo,2024-12-26,3,7411.2,clear,3,False,7
Bergen,2024-12-26,3,1412.352,clear,3,False,1
Trondheim,2024-12-26,3,8286.336,rainy,3,False,8
Stavanger,2024-12-26,3,2648.448,clear,3,False,2
Kristiansand,2024-12-26,3,3173.7599999999998,clear,3,False,3
Tromsø,2024-12-26,3,2519.04,clear,3,False,2
Sandnes,2024-12-26,3,1622.0159999999998,clear,3,False,1
Drammen,2024-12-26,3,7394.88,clear,3,False,7
Fredrikstad,2024-12-26,3,4196.16,clear,3,False,4
Porsgrunn,2024-12-26,3,5876.352,rainy,3,False,5
Ålesund,2024-12-26,3,6978.24,snowy,3,False,6
Haugesund,2024-12-26,3,10814.4,foggy,3,False,10
Tønsberg,2024-12-26,3,7351.679999999999,foggy,3,False,7
Moss,2024-12-26,3,6631.679999999999,clear,3,True,22
Bodø,2024-12-26,3,5367.36,clear,3,False,5
Arendal,2024-12-26,3,8578.079999999998,clear,3,False,8
Hamar,2024-12-26,3,4643.5199999999995,rainy,3,False,4
Halden,2024-12-26,3,4533.12,rainy,3,True,32
Narvik,2024-12-26,3,2618.4959999999996,clear,3,False,2
Gjøvik,2024-12-26,3,5016.96,clear,3,False,5
Oslo,2024-12-26,4,8320.32,rainy,3,False,8
Bergen,2024-12-26,4,2147.3279999999995,clear,3,False,2
Trondheim,2024-12-26,4,3293.7599999999998,clear,3,False,3
Stavanger,2024-12-26,4,3276.2879999999996,clear,3,True,14
Kristiansand,2024-12-26,4,3691.2,snowy,3,True,25
Tromsø,2024-12-26,4,8020.799999999999,clear,3,False,8
Sandnes,2024-12-26,4,7174.08,clear,3,True,14
Drammen,2024-12-26,4,6192.0,foggy,3,False,6
Fredrikstad,2024-12-26,4,3848.64,snowy,3,True,19
Porsgrunn,2024-12-26,4,1211.904,clear,3,False,1
Ålesund,2024-12-26,4,8183.808,clear,3,True,32
Haugesund,2024-12-26,4,2185.92,foggy,3,False,2
Tønsberg,2024-12-26,4,5256.0,rainy,3,False,5
Moss,2024-12-26,4,6145.92,foggy,3,False,6
Bodø,2024-12-26,4,1743.36,clear,3,True,12
Arendal,2024-12-26,4,7449.9839999999995,rainy,3,False,7
Hamar,2024-12-26,4,3228.48,rainy,3,False,3
Halden,2024-12-26,4,2267.52,clear,3,False,2
Narvik,2024-12-26,4,1103.04,clear,3,False,1
Gjøvik,2024-12-26,4,4786.5599999999995,foggy,3,False,4
Oslo,2024-12-26,5,5622.719999999999,clear,3,False,5
Bergen,2024-12-26,5,5664.96,snowy,3,False,5
Trondheim,2024-12-26,5,5552.639999999999,rainy,3,True,27
Stavanger,2024-12-26,5,1210.752,clear,3,False,1
Kristiansand,2024-12-26,5,3465.216,snowy,3,False,3
Tromsø,2024-12-26,5,2142.72,clear,3,True,25
Sandnes,2024-12-26,5,4447.871999999999,clear,3,False,4
Drammen,2024-12-26,5,8233.92,foggy,3,False,8
Fredrikstad,2024-12-26,5,2964.096,foggy,3,False,2
Porsgrunn,2024-12-26,5,6148.8,clear,3,False,6
Ålesund,2024-12-26,5,5416.32,foggy,3,False,5
Haugesund,2024-12-26,5,7452.48,rainy,3,True,23
Tønsberg,2024-12-26,5,3246.336,clear,3,False,3
Moss,2024-12-26,5,6128.639999999999,clear,3,False,6
Bodø,2024-12-26,5,7583.615999999999,snowy,3,True,18
Arendal,2024-12-26,5,1376.6399999999999,clear,3,True,8
Hamar,2024-12-26,5,3614.4,foggy,3,False,3
Halden,2024-12-26,5,4809.599999999999,clear,3,False,4
Narvik,2024-12-26,5,5682.24,clear,3,False,5
Gjøvik,2024-12-26,5,4670.4,rainy,3,True,16
Oslo,2024-12-26,6,6923.5199999999995,snowy,3,False,6
Bergen,2024-12-26,6,3820.7999999999997,clear,3,False,3
Trondheim,2024-12-26,6,7507.583999999999,foggy,3,False,7
Stavanger,2024-12-26,6,1797.12,rainy,3,False,1
Kristiansand,2024-12-26,6,1913.28,foggy,3,False,1
Tromsø,2024-12-26,6,1631.04,rainy,3,False,1
Sandnes,2024-12-26,6,6502.08,clear,3,False,6
Drammen,2024-12-26,6,1869.12,clear,3,False,1
Fredrikstad,2024-12-26,6,2744.64,rainy,3,False,2
Porsgrunn,2024-12-26,6,3156.4799999999996,clear,3,False,3
Ålesund,2024-12-26,6,1488.96,clear,3,False,1
Haugesund,2024-12-26,6,7346.304,clear,3,False,7
Tønsberg,2024-12-26,6,1301.76,rainy,3,False,1
Moss,2024-12-26,6,2959.68,snowy,3,True,11
Bodø,2024-12-26,6,3027.456,rainy,3,False,3
Arendal,2024-12-26,6,7983.36,clear,3,False,7
Hamar,2024-12-26,6,2853.12,clear,3,False,2
Halden,2024-12-26,6,5575.679999999999,snowy,3,True,20
Narvik,2024-12-26,6,5935.679999999999,clear,3,True,28
Gjøvik,2024-12-26,6,6673.535999999999,clear,3,False,6
Oslo,2024-12-26,7,12187.8,clear,3,False,12
Bergen,2024-12-26,7,12074.399999999998,clear,3,False,12
Trondheim,2024-12-26,7,18956.699999999997,clear,3,False,18
Stavanger,2024-12-26,7,5097.599999999999,clear,3,True,13
Kristiansand,2024-12-26,7,4455.0,clear,3,False,4
Tromsø,2024-12-26,7,15882.479999999996,clear,3,False,15
Sandnes,2024-12-26,7,2539.7999999999997,rainy,3,False,2
Drammen,2024-12-26,7,10214.999999999998,clear,3,False,10
Fredrikstad,2024-12-26,7,7633.799999999999,rainy,3,True,12
Porsgrunn,2024-12-26,7,9003.599999999999,clear,3,True,24
Ålesund,2024-12-26,7,10711.8,rainy,3,True,34
Haugesund,2024-12-26,7,11676.599999999999,clear,3,True,32
Tønsberg,2024-12-26,7,8811.0,rainy,3,True,16
Moss,2024-12-26,7,8125.199999999999,clear,3,True,26
Bodø,2024-12-26,7,1963.7999999999997,clear,3,False,1
Arendal,2024-12-26,7,8699.4,rainy,3,False,8
Hamar,2024-12-26,7,7686.9,clear,3,False,7
Halden,2024-12-26,7,6620.4,rainy,3,False,6
Narvik,2024-12-26,7,21024.899999999998,rainy,3,False,21
Gjøvik,2024-12-26,7,13849.199999999999,rainy,3,True,42
Oslo,2024-12-26,8,16067.699999999999,foggy,3,True,39
Bergen,2024-12-26,8,7976.879999999999,clear,3,False,7
Trondheim,2024-12-26,8,4931.999999999999,clear,3,False,4
Stavanger,2024-12-26,8,5327.099999999999,rainy,3,True,15
Kristiansand,2024-12-26,8,2415.6,clear,3,False,2
Tromsø,2024-12-26,8,11195.999999999998,snowy,3,False,11
Sandnes,2024-12-26,8,3064.4999999999995,foggy,3,True,11
Drammen,2024-12-26,8,4566.599999999999,clear,3,False,4
Fredrikstad,2024-12-26,8,10278.9,clear,3,False,10
Porsgrunn,2024-12-26,8,10588.319999999998,clear,3,False,10
Ålesund,2024-12-26,8,8451.0,rainy,3,True,24
Haugesund,2024-12-26,8,9260.999999999998,clear,3,True,17
Tønsberg,2024-12-26,8,13215.599999999999,foggy,3,False,13
Moss,2024-12-26,8,8350.199999999999,clear,3,True,19
Bodø,2024-12-26,8,6840.719999999999,clear,3,False,6
Arendal,2024-12-26,8,8506.8,rainy,3,False,8
Hamar,2024-12-26,8,3058.2,clear,3,False,3
Halden,2024-12-26,8,12652.199999999999,clear,3,False,12
Narvik,2024-12-26,8,5182.2,clear,3,False,5
Gjøvik,2024-12-26,8,2885.3999999999996,clear,3,False,2
Oslo,2024-12-26,9,9303.119999999999,clear,3,False,9
Bergen,2024-12-26,9,2674.0799999999995,clear,3,False,2
Trondheim,2024-12-26,9,3974.3999999999996,foggy,3,False,3
Stavanger,2024-12-26,9,9509.4,clear,3,True,25
Kristiansand,2024-12-26,9,13666.319999999998,clear,3,False,13
Tromsø,2024-12-26,9,11949.119999999997,snowy,3,False,11
Sandnes,2024-12-26,9,12119.759999999998,clear,3,False,12
Drammen,2024-12-26,9,14216.399999999998,clear,3,True,38
Fredrikstad,2024-12-26,9,6361.2,rainy,3,True,30
Porsgrunn,2024-12-26,9,10463.4,clear,3,False,10
Ålesund,2024-12-26,9,6695.999999999999,clear,3,False,6
Haugesund,2024-12-26,9,14601.599999999997,clear,3,True,43
Tønsberg,2024-12-26,9,4877.999999999999,clear,3,False,4
Moss,2024-12-26,9,8128.799999999999,rainy,3,False,8
Bodø,2024-12-26,9,10306.8,clear,3,False,10
Arendal,2024-12-26,9,12664.8,clear,3,False,12
Hamar,2024-12-26,9,11167.199999999997,clear,3,False,11
Halden,2024-12-26,9,12182.4,foggy,3,False,12
Narvik,2024-12-26,9,11335.679999999998,rainy,3,False,11
Gjøvik,2024-12-26,9,5749.2,rainy,3,False,5
Oslo,2024-12-26,10,7437.599999999999,rainy,3,True,26
Bergen,2024-12-26,10,12244.499999999998,clear,3,False,12
Trondheim,2024-12-26,10,14696.639999999998,rainy,3,False,14
Stavanger,2024-12-26,10,12448.8,foggy,3,True,19
Kristiansand,2024-12-26,10,14145.3,clear,3,False,14
Tromsø,2024-12-26,10,13831.199999999999,clear,3,False,13
Sandnes,2024-12-26,10,4814.999999999999,clear,3,False,4
Drammen,2024-12-26,10,12155.4,clear,3,False,12
Fredrikstad,2024-12-26,10,16262.639999999998,clear,3,False,16
Porsgrunn,2024-12-26,10,12063.599999999999,snowy,3,False,12
Ålesund,2024-12-26,10,14147.999999999998,clear,3,True,22
Haugesund,2024-12-26,10,4252.499999999999,foggy,3,False,4
Tønsberg,2024-12-26,10,11509.199999999999,clear,3,False,11
Moss,2024-12-26,10,1803.6,clear,3,False,1
Bodø,2024-12-26,10,13001.399999999998,rainy,3,True,30
Arendal,2024-12-26,10,2581.2,rainy,3,False,2
Hamar,2024-12-26,10,3617.9999999999995,clear,3,False,3
Halden,2024-12-26,10,3797.9999999999995,rainy,3,False,3
Narvik,2024-12-26,10,2599.2,clear,3,True,12
Gjøvik,2024-12-26,10,5399.999999999999,clear,3,True,29
Oslo,2024-12-26,11,6637.44,rainy,3,False,6
Bergen,2024-12-26,11,6353.28,clear,3,False,6
Trondheim,2024-12-26,11,6007.679999999999,rainy,3,True,26
Stavanger,2024-12-26,11,2162.88,rainy,3,False,2
Kristiansand,2024-12-26,11,3816.576,clear,3,True,14
Tromsø,2024-12-26,11,3422.4,clear,3,False,3
Sandnes,2024-12-26,11,6270.719999999999,clear,3,False,6
Drammen,2024-12-26,11,7345.92,foggy,3,False,7
Fredrikstad,2024-12-26,11,4445.567999999999,clear,3,False,4
Porsgrunn,2024-12-26,11,3432.96,clear,3,False,3
Ålesund,2024-12-26,11,6196.8,clear,3,False,6
Haugesund,2024-12-26,11,5841.7919999999995,clear,3,False,5
Tønsberg,2024-12-26,11,7263.36,rainy,3,False,7
Moss,2024-12-26,11,5245.44,clear,3,False,5
Bodø,2024-12-26,11,6300.288,foggy,3,False,6
Arendal,2024-12-26,11,10699.2,clear,3,False,10
Hamar,2024-12-26,11,6855.36,foggy,3,True,17
Halden,2024-12-26,11,4058.8799999999997,clear,3,True,30
Narvik,2024-12-26,11,3718.08,clear,3,False,3
Gjøvik,2024-12-26,11,3829.2479999999996,clear,3,False,3
Oslo,2024-12-26,12,5278.08,clear,3,False,5
Bergen,2024-12-26,12,6611.5199999999995,clear,3,True,31
Trondheim,2024-12-26,12,5661.12,clear,3,False,5
Stavanger,2024-12-26,12,4029.696,clear,3,False,4
Kristiansand,2024-12-26,12,3997.4399999999996,clear,3,False,3
Tromsø,2024-12-26,12,8333.279999999999,rainy,3,False,8
Sandnes,2024-12-26,12,7371.84,snowy,3,False,7
Drammen,2024-12-26,12,5930.88,snowy,3,False,5
Fredrikstad,2024-12-26,12,3803.52,rainy,3,True,19
Porsgrunn,2024-12-26,12,6518.4,foggy,3,False,6
Ålesund,2024-12-26,12,1332.864,clear,3,False,1
Haugesund,2024-12-26,12,1936.32,clear,3,False,1
Tønsberg,2024-12-26,12,4461.12,snowy,3,True,12
Moss,2024-12-26,12,5769.599999999999,clear,3,False,5
Bodø,2024-12-26,12,4336.32,clear,3,False,4
Arendal,2024-12-26,12,7178.88,clear,3,False,7
Hamar,2024-12-26,12,6818.88,clear,3,False,6
Halden,2024-12-26,12,5617.4400000000005,clear,3,False,5
Narvik,2024-12-26,12,1890.4319999999998,clear,3,False,1
Gjøvik,2024-12-26,12,2605.824,snowy,3,False,2
Oslo,2024-12-26,13,5554.5599999999995,clear,3,False,5
Bergen,2024-12-26,13,1249.9199999999998,rainy,3,False,1
Trondheim,2024-12-26,13,1064.6399999999999,clear,3,False,1
Stavanger,2024-12-26,13,2826.7200000000003,clear,3,False,2
Kristiansand,2024-12-26,13,4537.92,clear,3,True,24
Tromsø,2024-12-26,13,1256.8319999999999,rainy,3,True,7
Sandnes,2024-12-26,13,6420.48,rainy,3,True,26
Drammen,2024-12-26,13,4833.599999999999,clear,3,False,4
Fredrikstad,2024-12-26,13,4154.88,rainy,3,False,4
Porsgrunn,2024-12-26,13,4169.088,rainy,3,False,4
Ålesund,2024-12-26,13,5316.48,clear,3,True,33
Haugesund,2024-12-26,13,3378.24,clear,3,False,3
Tønsberg,2024-12-26,13,2740.6079999999997,clear,3,False,2
Moss,2024-12-26,13,1044.48,clear,3,False,1
Bodø,2024-12-26,13,6309.12,clear,3,False,6
Arendal,2024-12-26,13,3905.2799999999997,clear,3,False,3
Hamar,2024-12-26,13,2470.08,rainy,3,True,18
Halden,2024-12-26,13,3905.2799999999997,rainy,3,True,29
Narvik,2024-12-26,13,4412.16,foggy,3,False,4
Gjøvik,2024-12-26,13,9073.152,snowy,3,False,9
Oslo,2024-12-26,14,5652.48,clear,3,False,5
Bergen,2024-12-26,14,2449.92,clear,3,False,2
Trondheim,2024-12-26,14,5701.44,rainy,3,False,5
Stavanger,2024-12-26,14,8218.367999999999,rainy,3,False,8
Kristiansand,2024-12-26,14,1834.56,clear,3,False,1
Tromsø,2024-12-26,14,10771.2,clear,3,False,10
Sandnes,2024-12-26,14,3387.8399999999997,snowy,3,False,3
Drammen,2024-12-26,14,5650.5599999999995,clear,3,False,5
Fredrikstad,2024-12-26,14,6709.44,clear,3,False,6
Porsgrunn,2024-12-26,14,3876.48,clear,3,False,3
Ålesund,2024-12-26,14,5537.28,clear,3,False,5
Haugesund,2024-12-26,14,5196.48,snowy,3,False,5
Tønsberg,2024-12-26,14,5458.5599999999995,snowy,3,True,17
Moss,2024-12-26,14,2075.52,clear,3,False,2
Bodø,2024-12-26,14,11358.72,rainy,3,False,11
Arendal,2024-12-26,14,8104.319999999999,foggy,3,False,8
Hamar,2024-12-26,14,5201.28,clear,3,True,32
Halden,2024-12-26,14,1469.76,clear,3,False,1
Narvik,2024-12-26,14,1721.088,clear,3,True,30
Gjøvik,2024-12-26,14,3238.08,snowy,3,False,3
Oslo,2024-12-26,15,4024.7999999999997,snowy,3,False,4
Bergen,2024-12-26,15,13169.519999999999,clear,3,False,13
Trondheim,2024-12-26,15,11825.999999999998,clear,3,False,11
Stavanger,2024-12-26,15,8436.599999999999,clear,3,False,8
Kristiansand,2024-12-26,15,12902.399999999998,clear,3,False,12
Tromsø,2024-12-26,15,5176.799999999999,clear,3,False,5
Sandnes,2024-12-26,15,11235.599999999999,snowy,3,False,11
Drammen,2024-12-26,15,8432.639999999998,clear,3,False,8
Fredrikstad,2024-12-26,15,7590.24,rainy,3,True,34
Porsgrunn,2024-12-26,15,7432.199999999999,foggy,3,False,7
Ålesund,2024-12-26,15,13454.639999999998,rainy,3,True,36
Haugesund,2024-12-26,15,8721.0,clear,3,True,19
Tønsberg,2024-12-26,15,17247.6,rainy,3,False,17
Moss,2024-12-26,15,4955.04,rainy,3,False,4
Bodø,2024-12-26,15,8665.919999999998,snowy,3,True,32
Arendal,2024-12-26,15,10834.199999999999,clear,3,True,26
Hamar,2024-12-26,15,12130.199999999999,clear,3,False,12
Halden,2024-12-26,15,13053.599999999999,snowy,3,True,31
Narvik,2024-12-26,15,11944.799999999997,clear,3,False,11
Gjøvik,2024-12-26,15,13836.96,snowy,3,False,13
Oslo,2024-12-26,16,10987.199999999999,clear,3,True,32
Bergen,2024-12-26,16,10088.999999999998,rainy,3,True,20
Trondheim,2024-12-26,16,13786.199999999999,clear,3,False,13
Stavanger,2024-12-26,16,4062.5999999999995,foggy,3,False,4
Kristiansand,2024-12-26,16,10502.999999999998,clear,3,False,10
Tromsø,2024-12-26,16,12263.4,rainy,3,True,19
Sandnes,2024-12-26,16,10007.279999999999,rainy,3,False,10
